principalInvestigator,country,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,locality,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,fatal,monthCollected,dayCollected,minimumElevationInMeters,maximumElevationInMeters,quantityDetected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,horizontalDatum,georeferenceProtocol,minimumDepthInMeters,maximumDepthInMeters,habitat,eventRemarks,taxTeam,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,lifeStage,establishmentMeans,sex,basisOfRecord,diseaseLineage,genotypeMethod,specimenDisposition,testMethod,diagnosticLab,zeScore,Diagnostics_bcid,Sample_bcid,expeditionCode,projectId,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_20C,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_20C,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28634e583c0674403d055335ce1ef8951,https://n2t.net/ark:/21547/CwC2121030_20C,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_21,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_21,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD27f98f768787fc568a8f6748dfcec898e,https://n2t.net/ark:/21547/CwC2121030_21,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_22,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_22,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD21c919549257dd3e231b16bc075c0f807,https://n2t.net/ark:/21547/CwC2121030_22,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_23,Rhaebo,haematiticus,swabbing,Bd,true,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_23,,,,,,LivingSpecimen,,,,quantitative PCR,,648.4709000021131,https://n2t.net/ark:/21547/CwD244b86055c27d4d4d5b50a8dc8fabb1e7,https://n2t.net/ark:/21547/CwC2121030_23,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_24,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_24,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2a201fc07f95af849e0f65da40732f918,https://n2t.net/ark:/21547/CwC2121030_24,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_25,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_25,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD239376a43c06f95d7f5e108aa18bc9236,https://n2t.net/ark:/21547/CwC2121030_25,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_26,Rhaebo,haematiticus,swabbing,Bd,true,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_26,,,,,,LivingSpecimen,,,,quantitative PCR,,3796.2574999690464,https://n2t.net/ark:/21547/CwD2602bb5b1802104470b3b355a843719eb,https://n2t.net/ark:/21547/CwC2121030_26,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_27,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_27,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28d15c4492239ff162efe30cb85481c97,https://n2t.net/ark:/21547/CwC2121030_27,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_28,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_28,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2c0d9b1b0c09f54bffaadb69d65027a1f,https://n2t.net/ark:/21547/CwC2121030_28,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_29,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_29,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2930143434dc692909a5cd4df5ab1166b,https://n2t.net/ark:/21547/CwC2121030_29,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_30,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_30,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2368143f55ff0fe1caab98f69d16995bb,https://n2t.net/ark:/21547/CwC2121030_30,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_31,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_31,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f3798dfb29699a2578efcf4124892ed5,https://n2t.net/ark:/21547/CwC2121030_31,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_32,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_32,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2627266cc76bafe34046c288d23ca0797,https://n2t.net/ark:/21547/CwC2121030_32,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_33,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_33,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD272f803b28138b98709568893b8ed3ce8,https://n2t.net/ark:/21547/CwC2121030_33,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_34,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_34,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2fff9e8054e9e409933b4f7359ee5b746,https://n2t.net/ark:/21547/CwC2121030_34,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_35,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_35,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26bb83866c8f02f53fe40fa325aa5fd64,https://n2t.net/ark:/21547/CwC2121030_35,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_36,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_36,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD269017e18e78ebd6da6038e9387636b95,https://n2t.net/ark:/21547/CwC2121030_36,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_37,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_37,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22b99630c295174df4ee7b1efcf934b52,https://n2t.net/ark:/21547/CwC2121030_37,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121031_01,Lithobates,warszewitschii,swabbing,Bd,true,false,10,31,,,,,,,,,,,,,,,,,,,,,,121031_01,,,,,,LivingSpecimen,,,,quantitative PCR,,401.2226706352954,https://n2t.net/ark:/21547/CwD2c2c152fdd6a0e01bb542af499af45869,https://n2t.net/ark:/21547/CwC2121031_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121031_02,Lithobates,warszewitschii,swabbing,Bd,false,false,10,31,,,,,,,,,,,,,,,,,,,,,,121031_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2050b6e16f948f552e915bcd235be6dc1,https://n2t.net/ark:/21547/CwC2121031_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121031_03,Lithobates,warszewitschii,swabbing,Bd,false,false,10,31,,,,,,,,,,,,,,,,,,,,,,121031_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22fd4ff3446283c457a7054a34b4fc262,https://n2t.net/ark:/21547/CwC2121031_03,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121031_04,Lithobates,warszewitschii,swabbing,Bd,false,false,10,31,,,,,,,,,,,,,,,,,,,,,,121031_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20a254bbcbce746b2563b50f7ad0b7062,https://n2t.net/ark:/21547/CwC2121031_04,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121031_05,Pristimantis,museosus,swabbing,Bd,false,false,10,31,,,,,,,,,,,,,,,,,,,,,,121031_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2811df869fbe417af74f8513538a2938f,https://n2t.net/ark:/21547/CwC2121031_05,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121031_06,Pristimantis,cruentus,swabbing,Bd,false,false,10,31,,,,,,,,,,,,,,,,,,,,,,121031_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2e9b1fc047188a8fc4552ec1b1b3b0692,https://n2t.net/ark:/21547/CwC2121031_06,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_01,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ea52359bba80a7a63483d5fee9c435be,https://n2t.net/ark:/21547/CwC2121101_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_02,Rhaebo,haematiticus,swabbing,Bd,true,true,11,01,,,,,,,,,,,,,,,,,,,,,,121101_02,,,,,,LivingSpecimen,,,,quantitative PCR,,8768.064378454876,https://n2t.net/ark:/21547/CwD2a9086fe001c316c7a9fbfa134738b586,https://n2t.net/ark:/21547/CwC2121101_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_03,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ffde6da8dfeffc8bfa8106cdd3c65ee6,https://n2t.net/ark:/21547/CwC2121101_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_04,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ad014e37bc5602f8afe462c28a7749af,https://n2t.net/ark:/21547/CwC2121101_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_05,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD29e738d48cf808c3a2b42628d611be784,https://n2t.net/ark:/21547/CwC2121101_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_06,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2646639d652f2db5d67facbdee2c04e34,https://n2t.net/ark:/21547/CwC2121101_06,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_07,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b370ff1623be87b7580de242db23e3ad,https://n2t.net/ark:/21547/CwC2121101_07,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_08,Hyalinobatrachium,colymbiphyllum,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD29b97734bd8c737cdcc1e3046bf40a83b,https://n2t.net/ark:/21547/CwC2121101_08,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_09,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2e80ac8799ac611269d9837b94146a389,https://n2t.net/ark:/21547/CwC2121101_09,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_10,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23616f7dd32307ae2228edc9575b02a54,https://n2t.net/ark:/21547/CwC2121101_10,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_11,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_11,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD246890ccc22c619945846ce93c7a6ac4b,https://n2t.net/ark:/21547/CwC2121101_11,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_12,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_12,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD299ba04b4e1610966c32ab602ef3bae69,https://n2t.net/ark:/21547/CwC2121101_12,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_13,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_13,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23b897dee2d9c7e6c8572b04860dbd818,https://n2t.net/ark:/21547/CwC2121101_13,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_14,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_14,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23cb28a8ae07d4dd287c264648c99b4b4,https://n2t.net/ark:/21547/CwC2121101_14,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_15,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2df4553d45d3f4df87eebc542c1e38892,https://n2t.net/ark:/21547/CwC2121101_15,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_16,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_16,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20daa735275ee01c7a0e4b488810e9ff0,https://n2t.net/ark:/21547/CwC2121101_16,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_17,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_17,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28522459ab0d90553fae64a88463ba266,https://n2t.net/ark:/21547/CwC2121101_17,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_18,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_18,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23394bbc4348da42a3cee7562e9c19e28,https://n2t.net/ark:/21547/CwC2121101_18,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_19,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_19,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26a917e1c91202c7111140cf2986e0966,https://n2t.net/ark:/21547/CwC2121101_19,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121101_20C,Rhaebo,haematiticus,swabbing,Bd,false,false,11,01,,,,,,,,,,,,,,,,,,,,,,121101_20C,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f789aeb6d2de2fdac634a5700dec33ad,https://n2t.net/ark:/21547/CwC2121101_20C,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_01,Sachatamia,albomaculata,swabbing,Bd,false,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f3bcf5f212f73c33999c0531123738c9,https://n2t.net/ark:/21547/CwC2121107_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_02,Lithobates,warszewitschii,swabbing,Bd,true,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_02,,,,,,LivingSpecimen,,,,quantitative PCR,,1331.1592486614893,https://n2t.net/ark:/21547/CwD2d81eb0dadca026c4a5da5fd5484c4218,https://n2t.net/ark:/21547/CwC2121107_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_03,Sachatamia,albomaculata,swabbing,Bd,true,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0.3148281918429654,https://n2t.net/ark:/21547/CwD243a17530222faf5cda507fcbce10d164,https://n2t.net/ark:/21547/CwC2121107_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_04,Sachatamia,albomaculata,swabbing,Bd,false,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD220b38f2c9f8645700a9c2cbf55a8275c,https://n2t.net/ark:/21547/CwC2121107_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_05,Pristimantis,cruentus,swabbing,Bd,false,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2509c7741632934a9c063a3db22acc645,https://n2t.net/ark:/21547/CwC2121107_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_06,Pristimantis,museosus,swabbing,Bd,false,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28b62e54c7c5c5372e8732d6af98cd6b1,https://n2t.net/ark:/21547/CwC2121107_06,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_07,Pristimantis,cruentus,swabbing,Bd,false,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f4a63767a98c56822a9ddace5f208f09,https://n2t.net/ark:/21547/CwC2121107_07,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121107_08,Pristimantis,ridens,swabbing,Bd,false,false,11,07,,,,,,,,,,,,,,,,,,,,,,121107_08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD27109d559aa5c15a1242d963987e30e31,https://n2t.net/ark:/21547/CwC2121107_08,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121108_01,Lithobates,warszewitschii,swabbing,Bd,true,false,11,08,,,,,,,,,,,,,,,,,,,,,,121108_01,,,,,,LivingSpecimen,,,,quantitative PCR,,368.6858336759772,https://n2t.net/ark:/21547/CwD2149f4b57b619a0acb46029d8c25fd38d,https://n2t.net/ark:/21547/CwC2121108_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121108_02,Atelopus,varius,swabbing,Bd,false,false,11,08,,,,,,,,,,,,,,,,,,,,,,121108_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d574a231123fd5b33d8c91ec1d7682a7,https://n2t.net/ark:/21547/CwC2121108_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121108_03,Silverstoneia,flotator,swabbing,Bd,false,false,11,08,,,,,,,,,,,,,,,,,,,,,,121108_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2699bba1c348c9c0bf92863b42c77db5c,https://n2t.net/ark:/21547/CwC2121108_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121108_04,Craugastor,fitzingeri,swabbing,Bd,false,false,11,08,,,,,,,,,,,,,,,,,,,,,,121108_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2fb4d9146fc96dae902d15c49c6c5d6e6,https://n2t.net/ark:/21547/CwC2121108_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,121108_05,Sachatamia,albomaculata,swabbing,Bd,false,false,11,08,,,,,,,,,,,,,,,,,,,,,,121108_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2e51238508ed69ad7d48d7d611d585ac0,https://n2t.net/ark:/21547/CwC2121108_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5137632,-81.1218824,30,Jamie Voyles; Cori Richards-Zawacki,Altos de Piedra,121112_01,Pristimantis,ridens,swabbing,Bd,false,false,11,12,,,,,,,,,,,,,,,,,,,,,,121112_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2eafcf6ab2e6e3d8ad5b0d1b63b78606d,https://n2t.net/ark:/21547/CwC2121112_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5137632,-81.1218824,30,Jamie Voyles; Cori Richards-Zawacki,Altos de Piedra,121112_02,Lithobates,warszewitschii,swabbing,Bd,false,false,11,12,,,,,,,,,,,,,,,,,,,,,,121112_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2c42118bff48a5edf02db2555713b7c36,https://n2t.net/ark:/21547/CwC2121112_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5137632,-81.1218824,30,Jamie Voyles; Cori Richards-Zawacki,Altos de Piedra,121112_03,Smilisca,sila,swabbing,Bd,false,false,11,12,,,,,,,,,,,,,,,,,,,,,,121112_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2823dff18db24ad65d6919c33d3e8505f,https://n2t.net/ark:/21547/CwC2121112_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5137632,-81.1218824,30,Jamie Voyles; Cori Richards-Zawacki,Altos de Piedra,121112_04,Sachatamia,albomaculata,swabbing,Bd,false,false,11,12,,,,,,,,,,,,,,,,,,,,,,121112_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2c9b02acd43be69b34fdd47ba3d3d9752,https://n2t.net/ark:/21547/CwC2121112_04,raysofhope,174,
